İlanNo,SonGuncellemeTarihi,ilce_pamukkale,ilce_merkezefendi,konut_tipi,toplam_oda,brutm2,netm2,bul_kat,bina_yas,isinma_belirtilmeyen,isinma_dogalgazsoba,isinma_yok,isinma_jeo ,isinma_katkalo,isinma_klima,isinma_kombi,isinma_merkezi,isinma_merkezipay,isinma_soba,isinma_yerden,bina_kat,kredi_bilinmiyor,kredi_uygun,kredi_uygundegil,esya_bilinmiyor,esya_var,esya_yok,toplam_banyo,yapi_ikinci,yapi_sifir,takas_bilinmiyor,takas_evet,takas_hayır,SatisFiyati,tapu_arsa,tapu_katirt,tapu_katmul,tapu_bos,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati,cephe_bos
141326-6,18.04.2024,0,1,1,4,132,120,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,1,4000000,0,0,0,1,0,0,0,0,1
117504-1138,1.05.2024,0,1,1,3,115,105,2,4,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,2000000,0,1,0,0,0,0,0,0,1
139845-1144,15.05.2024,0,1,1,3,120,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2500000,0,0,0,1,1,1,1,1,0
49011-10798,8.05.2024,0,1,1,2,55,50,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,1,1,0,0,1350000,0,0,0,1,0,0,0,0,1
121853-1404,1.05.2024,0,1,1,3,120,115,2,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,2750000,0,1,0,0,0,0,0,0,1
137102-228,23.04.2024,0,1,1,3,150,140,2,22,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,1,1,1,0,0,0,1,1725000,0,0,0,1,0,0,0,0,1
83076-895,21.04.2024,0,1,1,3,125,115,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,2250000,0,1,0,0,0,0,0,0,1
138322-162,17.04.2024,0,1,1,2,55,50,2,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,0,0,1250000,0,0,0,1,0,0,0,0,1
111300-456,19.03.2024,0,1,1,4,155,150,2,20,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,2,1,0,0,0,1,3500000,0,0,1,0,0,0,1,1,0
113131-7,17.04.2024,0,1,1,4,165,150,2,10,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,1,0,0,1,0,2450000,0,0,1,0,1,1,1,1,0
137436-336,6.05.2024,0,1,1,3,120,100,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,2600000,0,0,1,0,0,0,0,0,1
69820-962,7.05.2024,0,1,1,4,160,145,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,3250000,0,1,0,0,1,1,1,1,0
139735-149,24.03.2024,0,1,1,3,130,115,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,0,1,2550000,0,0,1,0,0,1,0,0,0
137304-270,15.05.2024,0,1,1,4,140,130,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,0,1,0,1,0,3600000,0,0,1,0,0,1,0,0,0
128169-387,1.04.2024,0,1,1,6,350,320,5,10,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,3,1,0,0,0,1,8750000,0,1,0,0,0,0,0,0,1
102131-32038,15.05.2024,0,1,1,4,160,150,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,1,0,6200000,0,0,1,0,1,1,1,1,0
135046-1928,9.05.2024,0,1,1,3,120,110,4,30,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,1,0,0,1275000,0,0,0,1,0,0,0,0,1
138220-587,8.05.2024,0,1,1,3,115,100,2,5,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,0,0,1,0,2525000,0,1,0,0,1,1,1,1,0
134619-86,14.05.2024,0,1,1,5,149,140,0,14,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,0,0,0,1,1720000,0,0,1,0,0,0,0,0,1
99579-1673,2.05.2024,0,1,1,4,160,145,4,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,1,0,0,4500000,0,1,0,0,0,1,0,1,0
142596-122,29.04.2024,0,1,1,3,110,95,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,1850000,0,0,1,0,0,0,0,0,1
118042-642,27.04.2024,0,1,1,5,180,150,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,4850000,0,0,1,0,1,1,1,1,0
140742-98,9.04.2024,0,1,1,4,140,120,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,0,1,3050000,0,0,1,0,0,1,0,1,0
114752-870,24.02.2024,0,1,1,3,76,65,2,6,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,1,0,1,0,1,0,1,0,1949000,0,0,1,0,1,1,1,1,0
1408-2265,27.03.2024,0,1,1,3,130,120,4,25,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,0,1,3400000,0,0,1,0,1,1,1,0,0
135196-141,30.03.2024,0,1,1,3,125,115,7,31,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,1,0,0,1600000,0,0,0,1,0,0,0,0,1
135972-104,13.05.2024,0,1,1,3,110,95,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2100000,0,0,1,0,1,1,1,1,0
137257-684,8.05.2024,0,1,1,4,165,155,4,12,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,4500000,0,0,1,0,0,0,0,0,1
130837-916,13.05.2024,0,1,1,3,105,90,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,2050000,0,0,1,0,0,0,0,0,1
129683-218,13.05.2024,0,1,1,5,240,216,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,0,0,1,6500000,0,0,0,1,0,0,0,0,1
144095-54,23.04.2024,0,1,1,4,135,130,2,25,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1900000,0,0,0,1,0,0,0,0,1
91580-1643,6.05.2024,0,1,1,3,105,100,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,1,0,0,2450000,0,0,0,1,1,1,1,0,0
46752-755,25.04.2024,0,1,1,4,142,137,3,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,2,0,1,1,0,0,4750000,0,0,0,1,0,0,0,0,1
0-36569018,15.04.2024,0,1,1,4,140,120,4,30,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,0,1,2600000,0,0,1,0,1,1,0,0,0
67388-928,27.02.2024,0,1,1,3,120,115,0,25,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,1,0,1795000,0,0,1,0,0,1,1,1,0
137436-335,6.05.2024,0,1,1,4,130,120,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,2650000,0,0,1,0,0,0,0,0,1
144653-3,4.05.2024,0,1,1,4,150,145,4,3,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,0,1,3500000,0,0,1,0,1,1,1,1,0
69820-959,7.05.2024,0,1,1,4,175,150,5,31,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,1,0,0,1,0,3150000,0,0,1,0,1,0,1,0,0
139735-143,24.03.2024,0,1,1,4,170,160,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,0,1,3500000,0,0,1,0,0,1,1,1,0
137304-269,15.05.2024,0,1,1,4,110,100,2,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,1,2750000,0,0,1,0,0,1,0,0,0
102131-32037,15.05.2024,0,1,1,3,120,115,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,2500000,0,0,1,0,1,1,1,1,0
134506-354,17.04.2024,0,1,1,3,130,120,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,2,0,1,0,1,0,2750000,0,0,0,1,0,0,0,0,1
94398-5453,22.04.2024,0,1,1,2,60,55,1,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,1,1,0,0,1350000,0,0,0,1,0,0,0,0,1
138220-45,14.05.2024,0,1,1,3,110,100,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,1,1950000,0,0,1,0,0,1,1,1,0
135993-42,27.04.2024,0,1,1,3,101,100,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,2400000,0,0,1,0,0,0,1,0,0
140093-582,9.05.2024,0,1,1,5,150,140,2,12,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,1,0,1,0,0,2599000,0,0,0,1,0,0,0,0,1
113131-58,20.04.2024,0,1,1,3,115,100,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,2750000,0,0,1,0,1,1,1,1,0
91390-1483,25.03.2024,0,1,1,4,170,160,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,0,1,5250000,0,0,1,0,1,1,1,1,0
128169-388,28.03.2024,0,1,1,6,350,300,5,15,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,1,0,0,0,1,8750000,0,0,1,0,0,1,1,1,0
142596-121,7.05.2024,0,1,1,4,160,140,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,1,0,3750000,0,0,1,0,0,0,0,0,1
126156-403,13.04.2024,0,1,1,4,144,125,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,0,1,3150000,0,0,0,1,0,1,1,1,0
99579-1702,27.04.2024,0,1,1,3,136,120,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,0,1,3000000,0,0,1,0,0,1,1,0,0
110125-153,31.03.2024,0,1,1,4,125,110,4,22,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,2400000,0,0,1,0,0,1,1,1,0
138295-388,18.03.2024,0,1,1,2,50,45,3,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,1440000,0,0,1,0,0,0,0,0,1
137549-894,15.03.2024,0,1,1,4,145,135,7,25,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,0,1,2500000,0,0,1,0,0,1,1,0,0
113603-28,13.05.2024,0,1,1,4,170,155,4,16,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,4450000,0,0,1,0,1,1,1,0,0
132444-314,22.04.2024,0,1,1,4,155,145,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,1,3150000,0,0,1,0,1,1,1,1,0
133343-430,25.04.2024,0,1,1,2,55,50,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,0,1475000,0,0,0,1,0,0,0,0,1
137257-679,18.04.2024,0,1,1,5,215,200,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,0,1,7000000,0,0,1,0,0,0,0,0,1
130837-914,13.05.2024,0,1,1,3,100,90,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,1800000,0,1,0,0,0,0,0,0,1
132332-674,30.04.2024,0,1,1,3,120,90,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,2500000,0,0,1,0,1,1,1,1,0
144095-27,17.04.2024,0,1,1,3,130,100,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,0,1,2650000,0,0,0,1,0,0,0,0,1
137102-221,30.04.2024,0,1,1,4,130,120,1,27,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,0,0,1,1,0,1,0,0,1800000,0,0,0,1,0,0,0,0,1
121853-1324,4.05.2024,0,1,1,2,45,40,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,1370000,0,1,0,0,0,0,0,0,1
126066-161,6.03.2024,0,1,1,4,170,157,1,20,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,2800000,0,0,0,1,0,0,0,0,1
137028-120,2.05.2024,0,1,1,2,45,40,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,1500000,0,0,0,1,0,1,0,0,0
118042-673,13.05.2024,0,1,1,3,60,50,0,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,985000,0,1,0,0,0,1,1,0,0
137436-334,6.05.2024,0,1,1,3,125,115,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,2850000,0,0,1,0,0,0,0,0,1
82424-98,27.04.2024,0,1,1,4,160,150,4,27,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,1,0,2149000,0,0,1,0,0,1,1,1,0
69820-951,7.05.2024,0,1,1,4,135,120,1,3,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,2850000,0,1,0,0,0,1,0,0,0
126549-610,18.04.2024,0,1,1,4,140,130,4,20,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,0,1,1,0,1,0,0,2175000,0,0,0,1,0,0,0,0,1
102131-32036,15.05.2024,0,1,1,4,160,155,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,1,0,0,3250000,0,0,1,0,1,1,1,1,0
134506-338,17.04.2024,0,1,1,2,60,55,3,3,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,0,1,0,1,0,1250000,0,0,1,0,1,1,1,1,0
129683-564,10.05.2024,0,1,1,4,140,135,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,0,1,0,1,1,0,0,3450000,0,0,0,1,0,0,0,0,1
113131-49,19.04.2024,0,1,1,3,120,110,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,3200000,0,0,1,0,1,1,1,1,0
135386-139,4.03.2024,0,1,1,3,130,125,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2550000,0,1,0,0,1,1,1,1,0
142596-119,7.05.2024,0,1,1,3,110,100,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2100000,0,0,1,0,0,0,0,0,1
114752-943,2.05.2024,0,1,1,4,140,135,4,28,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,1,0,1779000,0,0,1,0,1,1,1,1,0
113603-21,5.03.2024,0,1,1,4,170,155,4,16,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,4450000,0,0,1,0,1,1,1,0,0
132444-308,8.05.2024,0,1,1,5,200,185,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,0,1,5000000,0,0,1,0,1,1,1,1,0
117049-4997,27.03.2024,0,1,1,5,200,185,2,2,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,3,1,0,0,0,1,6880000,0,0,0,1,0,1,1,0,0
138295-339,3.05.2024,0,1,1,4,130,125,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,0,1,0,1,0,3250000,0,0,1,0,0,1,1,1,0
134094-511,13.03.2024,0,1,1,4,120,110,3,7,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,1899000,0,0,1,0,0,0,0,1,0
129038-129,8.03.2024,0,1,1,4,210,170,4,3,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,6500000,0,1,0,0,1,1,1,1,0
137549-647,25.03.2024,0,1,1,3,120,110,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,2600000,0,1,0,0,1,1,1,1,0
133343-429,25.04.2024,0,1,1,3,65,60,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,2,0,1,1,0,0,1750000,0,0,0,1,0,0,0,0,1
137257-678,18.04.2024,0,1,1,4,150,140,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,1,0,1,1,0,0,3250000,0,0,1,0,0,0,0,0,1
130837-911,13.05.2024,0,1,1,2,50,40,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,1600000,0,0,1,0,0,0,0,0,1
68295-671,8.04.2024,0,1,1,4,190,175,2,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,0,1,4200000,0,1,0,0,1,0,1,0,0
94398-5469,15.05.2024,0,1,1,2,40,35,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,1600000,0,0,1,0,0,0,0,0,1
91580-1644,6.05.2024,0,1,1,2,55,45,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,0,1,0,1,0,1600000,0,0,0,1,0,1,1,0,0
120162-249,23.02.2024,0,1,1,4,160,125,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,2,0,1,1,0,0,3350000,0,0,0,1,0,0,0,0,1
118042-634,27.04.2024,0,1,1,3,125,110,2,3,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,0,0,1,0,3100000,0,0,1,0,1,1,1,1,0
128169-371,1.04.2024,0,1,1,4,150,140,0,12,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,2750000,0,1,0,0,1,0,0,1,0
144095-45,21.04.2024,0,1,1,3,105,100,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,1,0,0,1880000,0,0,0,1,0,0,0,0,1
137436-333,6.05.2024,0,1,1,3,130,115,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,1,0,2890000,0,0,1,0,0,0,0,0,1
143854-31,21.04.2024,0,1,1,4,175,160,3,11,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,2,1,0,0,0,1,3675000,0,0,1,0,0,1,1,1,0
128687-691,14.04.2024,0,1,1,5,250,230,5,9,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,1,2,1,0,0,1,0,9650000,0,0,1,0,1,1,0,1,0
117504-1137,6.05.2024,0,1,1,5,215,175,4,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,1,2,0,1,0,1,0,7200000,0,1,0,0,0,0,0,0,1
102131-32035,15.05.2024,0,1,1,4,160,155,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,1,0,2900000,0,0,1,0,1,1,1,1,0
142596-118,29.04.2024,0,1,1,3,120,100,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,1890000,0,0,1,0,0,0,0,0,1
135972-154,27.04.2024,0,1,1,4,155,140,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,1,0,3250000,0,0,1,0,1,1,1,1,0
139845-1099,25.04.2024,0,1,1,4,160,155,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3000000,0,0,0,1,0,0,0,0,1
140402-129,26.03.2024,0,1,1,4,170,160,2,25,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,2260000,0,0,1,0,1,1,1,1,0
142376-21,23.02.2024,0,1,1,4,160,145,3,13,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,3100000,0,0,1,0,0,1,1,1,0
132444-292,23.03.2024,0,1,1,3,95,90,4,10,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1695000,0,0,1,0,1,1,1,1,0
102793-2409,25.03.2024,0,1,1,4,160,140,3,27,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,0,1,2500000,0,0,1,0,0,1,0,1,0
137549-646,15.05.2024,0,1,1,4,200,190,3,13,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,2170000,0,0,1,0,0,0,1,1,0
138295-219,4.05.2024,0,1,1,7,260,250,3,16,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,2,1,0,0,1,0,3600000,0,0,1,0,0,1,1,0,0
131446-297,2.05.2024,0,1,1,4,195,185,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,5000000,0,0,1,0,1,1,1,1,0
99579-1727,11.05.2024,0,1,1,4,150,120,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,1,0,0,0,1,2990000,0,0,0,1,0,0,0,0,1
121853-1478,7.05.2024,0,1,1,3,105,100,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,1,0,0,3100000,0,1,0,0,0,0,0,0,1
133343-419,19.04.2024,0,1,1,4,150,135,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,1,0,0,3750000,0,1,0,0,0,0,0,0,1
137257-677,18.04.2024,0,1,1,4,165,155,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,1,2,0,1,0,1,0,3850000,0,0,1,0,1,1,1,1,0
130837-904,13.05.2024,0,1,1,3,120,100,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2445000,0,0,1,0,0,0,0,0,1
140742-95,9.04.2024,0,1,1,4,150,130,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,0,1,3350000,0,0,1,0,0,0,1,0,0
69820-950,7.05.2024,0,1,1,3,110,100,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,2750000,0,1,0,0,0,1,0,0,0
129683-570,14.05.2024,0,1,1,3,120,110,0,20,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,1,0,1,0,0,1349000,0,0,0,1,0,0,0,0,1
4766-15883,22.04.2024,0,1,1,2,58,55,1,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,1,0,0,1290000,0,0,0,1,0,0,0,0,1
118042-611,20.04.2024,0,1,1,4,150,140,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,2,0,1,0,1,0,4150000,0,0,1,0,1,1,1,1,0
139735-147,24.03.2024,0,1,1,2,45,40,2,4,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1075000,0,0,1,0,0,1,0,1,0
137436-332,6.05.2024,0,1,1,4,130,120,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,0,0,0,1,2950000,0,0,1,0,0,0,0,0,1
91390-1506,20.04.2024,0,1,1,4,140,135,1,15,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,0,1,1,0,0,1,0,2400000,0,0,1,0,0,0,0,0,1
143854-24,14.04.2024,0,1,1,4,130,120,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,3249000,0,0,1,0,1,1,1,1,0
102131-32034,15.05.2024,0,1,1,3,110,100,3,2,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,1900000,0,0,1,0,1,1,1,1,0
131258-47,7.05.2024,0,1,1,3,115,105,2,25,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,1,0,0,0,1,1350000,0,0,1,0,1,1,1,1,0
136300-296,3.05.2024,0,1,1,3,65,60,4,8,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1280000,0,0,1,0,0,0,0,0,1
128169-393,26.03.2024,0,1,1,4,155,145,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,0,1,4350000,0,1,0,0,0,1,1,1,0
144186-20,14.05.2024,0,1,1,4,170,150,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3750000,0,1,0,0,1,1,1,1,0
110125-144,29.03.2024,0,1,1,5,200,180,4,23,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,2650000,0,0,0,1,1,1,0,0,0
113131-26,18.04.2024,0,1,1,4,145,130,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,4350000,0,0,1,0,0,1,1,0,0
113234-981,27.03.2024,0,1,1,4,125,124,5,24,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,1,0,0,0,1,2600000,0,0,1,0,1,1,1,1,0
142596-117,27.04.2024,0,1,1,4,150,140,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,2800000,0,0,1,0,0,0,0,0,1
135972-152,27.04.2024,0,1,1,3,120,100,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2450000,0,0,1,0,1,1,1,1,0
139845-1023,24.04.2024,0,1,1,4,150,145,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,3500000,0,0,0,1,0,0,0,0,1
114752-889,20.02.2024,0,1,1,4,155,145,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,3500000,0,1,0,0,1,1,1,1,0
117504-1046,13.05.2024,0,1,1,3,95,87,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,0,1,0,1,0,2800000,0,1,0,0,1,1,1,1,0
126156-522,8.05.2024,0,1,1,4,135,120,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,1,0,3700000,0,0,1,0,0,1,1,1,0
